sentence_hash	sentence
c1b46cd20abbca67df913c099f01b652	"""This new wage fixing tool is beneficial to both enterprises and workers, as it will encourage worker productivity, good performance and competitiveness favorable to business,"" said Baldoz."
6e18cff991715e776c0d6de8651a380e	The impacts on businesses can also be offset by the fact that wage increases to low-income people are generally cycled back into the economy, often spent at the types of businesses that employ minimum wage workers.
7f70851053add0be78c2c301b9afc00d	Provides Incentive Through its online publication the Observer, the OECD reports that a minimum wage offers an incentive for unskilled and unemployed workers to find employment.
1f0fe6ff923297d6ece73792a58b5344	Contrasting state unemployment data with state minimum wage law shows state with high unemployment already have higher state minimum wage laws.
b84df1d56d184620f89d64acfb2e9a54	The general intent of the minimum wage is to create a wage floor for the labour market and to help ensure a minimum standard of living for employees.
6d0c16ae563d7bb92058e555a166bfc9	Among the three states with lower minimum wages, growth has variedNew Hampshire, with the lowest minimum wage has seen some employment growth, but two other states with lower minimum wages have had further job loss.
10f3676788b57049e410c86c49a09c90	But low-wage firms show a negative impact and high-wage firms show a positive impact.
ba055e4be1c76d86245f4eefb8a32dc1	"""The Government has taken great care in setting these wage rates to ensure we maintain the balance between protecting our lowest paid workers and ensuring jobs are not lost,"" says Mr Woodhouse."
ce991e27cbe33ebfda5d921e3fdc613f	The increase restricts businesses from hiring lower skilled workers who would gladly accept a lower wage in exchange for experience.
ae4b58999ad6335750ab86aba24717a3	Since women constitute the majority of workers who would see their wages increase by raising the minimum wage to $10.10, increasing the minimum wage can help narrow the gender wage gap.
3c6b154d42d828d26d4340ce2f91a8ce	And several provinces already automatically raise their minimum wage each year in line with inflation, or a mix of inflation and prevailing wages (which in a growing economy should rise faster than inflation).
39639b74ba1c1df4e0a31ef3fdc0a644	And they benefit workers by increasing the reward to work.
8aa5697c7f105b7e4919f1d44497bd5e	This ensures rapid growth and equitable distribution of the national income thereby ensuring sound development of the national economy.
d590732e695ee5dd9dfa9345e1934bf7	The standard criticism of the minimum wage is that it raises employers' costs and reduces employment opportunities for teenagers and disadvantaged workers.
1ff2d70e042b92739e13f66fcf05e764	The model used to estimate the impact on employment growth considers how a firm that hires minimum wage workers will alter its hiring decisions based on changes in the minimum wage and the output price changes faced by the firm.
94a9141bbcadb5c724b7fa620eb10c75	Finds no evidence that an increase in the California state minimum wage in July, 1988 led to any loss in teenage employment, but does find evidence of higher wages.
a15f5f8b76b1b6b745512a1890cf8dc8	When employers switch to hiring more skilled workers, they make it more difficult for disadvantaged workers to get entry-level jobs and start to climb the career ladder.
dea98f722f8f822379080f94db5a53e1	Myth: Raising the minimum wage hurts the poor by causing job loss.
23e8ffac1ec1178a0e9334bfdd1ad723	While the findings of economists on the minimum wage are certainly not unanimous, the weight of opinion has clearly been moving toward a belief that the minimum wage improves the lives of low-wage workers without adverse consequences.
2c0b89e9b26229fc9a6478e584292bbf	These results are consistent with substantial academic research, which consistently find that raising the minimum wage reduces teenage employment levels.
862e9437c99bf0ce1add6c2c7bf824aa	- Seven million families with children - 46 percent of the total low wage-earning families with children-currently receive all of their earnings from minimum wage jobs.
191ae393a96be62ec3e66aca2f5652a6	The problem with that argument is that very few poor people are earning the minimum wage and very few people who do earn the minimum wage are poor.
9a85335413e5d973567c9043563639fe	If they must pay higher wages, companies hire more highly-skilled and productive workers.
cad02a19b03eefd1518698d353acdbb6	10 would kill the economy and make even more people without jobs because most companies have a certain amount of money that they can spend on employing people.
72ca70f03702cf3508684b8e1ca43e6a	Their estimates also showed that some hotel and restaurant businesses might face cost increases amounting to up to 10% of their sales revenuenot a negligible sum.
ed670dacf3bbda6f0e94682bae31b61c	If you were due a rate greater than minimum wage, but had a minimum wage claim because little or no wages were paid, your penalty could be greater.
d24016e9d3e9aae4244ad5e26a1ef3ff	Increases in the minimum wage can therefore trigger new wage negotiations or immediate pay hikes for unionized employees, according to research provided by the Center for Union Facts, an anti-union group.
762530afeb45394aab5f992d6bc41b5f	Finds that extension of the minimum wage to farm workers has increased wages but reduced employment.
b6f945594df7f5673abcd7b5bfd5d1ba	Those losses, however, are more likely tied to the deepening losses of the Great Recession, not the increase in the minimum wage.
4537c8133d5b27f28db90bf28ee9202d	However, the disparity between the minimum wage in San Francisco and that in surrounding communities could grow if the state or federal wage is not increased over a prolonged period of time.
1a1a1cfd709f934f34f811d6d2e3c7da	This boost to low wage earners has not been at the expense of jobs, as minimum wage increases have kept pace with strong economic growth over the same period, Paul Swain said.
15f2dc62c51c16fdf9f452267ed22e0b	A lot of attention gets paid to the long-term, negative effects that inflation has on the purchasing power of the minimum wage.
e112f4149b6976517d0ecd462e8f3704	Raising the minimum wage will help raise wages for many other low-wage workers, including those making more than the minimum wage but still under the poverty line.
c64957a405bce1aad31393ae8ac877de	Other research has concluded that the impact of a minimum wage increase may have an effect on employment, but if it does it is so small in magnitude that its influence is impossible to detect.
b32184f7a0b056fb91222c72c8bc4ed2	25 because they have no other choice need more money to survive, but more money in their paycheck will do them no good if the prices of goods they need also increase to accommodate their increased pay.
be375133de14baf31832fee1af767dd0	An important implication is that teen employment losses could be greater in states that choose to expand the coverage of the minimum wage.
9cd346f67f55a49b8815b7ae008bad2a	Study concludes that the real concern among small businesses is not that their low-wage workers earn too much, but that their customers earn too little.
