segment_hash	segment
31a58f14f96b50dd2fba313b6dc0bb29	the government could regulate its use and could receive the profits of the drug business
fecad6d39a0303b628d7b60a90f0b9aa	Marijuana use has deleterious effects on health and behavior
2563d5a3c42bd73ee090221f5926aec7	companies will be able to regulate marijuana use just as they do alcohol use
4618641d5a1fdca1a3b3bf9ce74ed4cc	marijuana tourism will be a strong economic boon to Colorado
b36971a4192181bfe3ca0cfc04417caf	non-users no longer see marijuana as a gateway drug
10b396a9291025beb40b974e750b3f50	the users would abuse it and not use it for its medical reasons
392f6d8d4d4461646eaf785d463405bf	it would be better regulated and thus safer
cf20d21d3a5bb2530bc3c9ecf33ff256	There have been escalating costs spent on the war against drugs and countless dollars spent on rehabilitation
e4e270a5d0e380d9cebaf8fe34da1674	more competition will arise which will result in decreased prices for the consumer
7b7539e2884410bb89ce7cb4c3a5494c	the drug can be successfully regulated and taxed
b05411728f5e3abae5b6e62d6c4b02eb	there are always going to be people that abuse marijuana but in life there are people who abuse much worse substances such as alcohol or tobacco
98bc92e7064466868777f84063ca76c9	"""There's something about the teen brain that is especially vulnerable to becoming addicted to substances"
330430c0b15571b90652385c4c0032df	the stigma can be minimized or even completely removed
b88822d715d12159e1eb4102db2b9235	If outdoor growing is allowed in the state's new rules, Eastern Washington farmers will stop growing wheat, grapes and apples and the entire countryside will be covered in marijuana and hemp
0313c80d93f28829436a79984ab461ff	legalization enables an industry that thrives on maximizing addiction
c3b586c98689fe32c9e721bb6365711d	legalizing marijuana would lead to more underage people trying it
c2423b7bce6825472b10d7d2a1521d94	"the public that legalization could create a ""Big Marijuana"" tobacco-style industry"
c914fc0ae38a21b544663946b60a8953	These funds can be diverted to other important sectors of the economy if marijuana is legalized and help to save a lot
f7820a3f26d8b48bb9b4fd459b23e891	the bill would generate revenue through regulation and help curb a growing drug violence problem within Mexico, fueled by cartels selling marijuana to California's black market
d3587900aaa908a4586b5c08f13dc57e	marijuana has a complete detrimental effect on the human anatomy
2bc4e8c55dcb70419f8a0871d0b5040d	it is a slippery slope that legalizing medical marijuana could lead to full legalization of marijuana
fe2ab9c29563a3639a4222481ffda815	If marijuana is legalized, the need for indulging in criminal behavior due to the illegal selling and buying of marijuana will end
caab4c8338b2d5f6186cd45afcae43ec	there is no physical addiction
c0dc4b4060aa49c40a284fbead200c7e	mental addiction is just as dangerous
dbf9a930cb1d51d5dd560bf089d8cd4a	Most Americans (63%) who oppose the general legalization of marijuana nonetheless favor making marijuana legal to treat certain medical conditions if prescribed by a doctor
901cd3e8eb3999a9e81eada624a920fd	marijuana could be used as a new bio-fuel to reduce carbon emissions and drug for treating health complications such as asthma, cancer, and other debilitating diseases
eedb84391ec2884a6de3c8a94ba8a04f	Legalizing marijuana would also reduce exposure of teenagers to other drugs in the illegal market
7b6ffb9342ed8a8fb61d9213d99ab1de	poor sections of the society would not be forced or prompted to earn easy money by selling marijuana
641caaff0ebcdbfde88ca9aff4598a73	marijuana is especially dangerous for teens because one out of every six kids who try it become addicted
4f3e81047df84ea372cd6c9527c08664	the passage of Prop 19 would only eliminate about two to four perent of cartel profits
0ab8d64c6e744752b35d0b37f7784226	the tax revenue from marijuana sales could reach as much as $1.4 billion dollars a year
149273ce2c11ae5999e1150532261d6a	Real-world data from auto accidents indicate that a drunk driver is approximately 10 times more likely to cause a fatal accident than a stoned driver
f9cf59f1c3943fe40ea7a1bbe2f63bed	the creation of new job opportunities, to the abundant new supply of revenue, and even the savings incurred from removing prohibition, it is clear that the economic impact created by the legalization of marijuana is beneficial to us all
5c603626c3751b8f0aeb05a86bbace18	Marijuana legalization could also build up an industry and create jobs, which would generate more income taxes
c6f19c4bfca811f0dc02bcb9a846dbcc	the new system would make it more difficult for minors to purchase marijuana because it would be sold in stores where they would have to present proof of age
90fb5ce9c509cfb7d4ce2f81927f1721	it would generate tax revenue for the state
1cfd0c2ce9c85d6853ddd12ede3a4af3	Marijuana is less harmful than alcohol and tobacco
b1827ffdd0b68e5d249a94798b48de54	it helps treat people who have medical problems such as depression and insomnia
c0fdf312109290fe3626ad14f1b791b5	many people use or have used marijuana without serious consequences for personal or public health
be5410e99542b08d356666f0da5cc1a4	The harm that marijuana poses has caused it to be listed as an illegal substance in the first place
2e56de58e624bcc4a834436f658851d7	"""marijuana can be helpful"" for some medical conditions and symptoms"
84ab8cdc9beb51a0e4f64b735f43bc6f	Legalizing marijuana can greatly help our economy in several different ways
6aafedcc61bab070c66217cf66d978c5	marijuana does not cause physical dependence
985673743e1a0889c217f8ec3d67c887	marijuana is not more dangerous than legal drugs such as alcohol or cigarettes
ac2eac0c7eb527bcd44a3fcc056add27	Various cannibinoids also act as strong anti-cancer agents in the body by inducing or modulating aptosis
b6cd7f7798c18c88df5063da46a7a55b	marijuana use can lead to increased risks for respiratory cancers and may have some adverse cardiovascular and cerebrovascular effects in some users
e5292a032c7205f7a07ae56b635bd93e	Marijuana is already a proven cause of absenteeism in the workplace, increased accidents and more insurance claims
3904a6c593d2621e1c1eafc1e709015c	marijuana's uses can be beneficial
c7ceddf1887d072e3186e4b45a568257	Industrial hemp could easily become one of the most valuable agricultural commodities with marijuana legalization
d64c8325577ca0d41139ff148a5ee5ea	marijuana could exacerbate lung infections and even introduce AIDS-related illnesses like Kaposi's sarcoma
83bf876d0d5520fa5751037f3e7a03b3	Marijuana users are responsible individuals
9a99e7936fb8444ff048123110077e8f	avoiding discussion of their interest in using marijuana also avoids opportunities to discuss their interest in being responsible citizens
cadd9b5c40be2115ef545258cf07ecf8	Marijuana has been adapted to fit our lifestyles and our social environment
c2b7e450f0f6cbfb68c2549f0544d7cc	the street price of marijuana will stay the same because there is a very limited and risky to purchase supply
db6d62b538a9ea962bb49150b1b95723	legal drugs such as alcohol and cigarettes are similarly harmful to marijuana
70edfe6a7cede3d561b390b3f9d5b891	Opponents of marijuana legalization score attempts to blame the drug's prohibition as the cause of the crime and dangers associated with drugs like marijuana
e0e0b3b998a9b9cc38ffe9cb45bad473	it legal for anyone over twenty one to possess up to an ounce of marijuana for personal use
a27b3a589438c4ab8ce25a43c69a4a6c	Legalization will cost foreign operations considerable profits
a448e66b8852fd097675bc1da2213201	you could even use the revenue stream to pay for universal health care
68b07bbf9a8dfaf474efc981195ff5a4	there are many positive health benefits to smoking marijuana
8d8ef2739f134dccaf89572d6a2752d9	Marijuana alone is able to cure medical conditions that often require multiple medications in order to fully control
e3fc56d092e1d8430ac5b18e628c7119	in Colorado and Washington State the federal government will not be arresting adults for having or using small amounts of marijuana
c60a5c49c02bfcb1b38410c47c341e60	legalization saves prosecutorial, judicial, and incarceration expenses
6e8b353d119ac046e4ddb8a9b8f7e748	Marijuana is frequently dipped in PHP, a powerful hallucinogen, which can cause severe physical reactions like seizures, coma and death
75eff2e6cb37614c4937b390e7670653	Marijuana legalization would lead to increased marijuana use
b7918a7b4889e79d9ba218ff618f7bad	Marijuana may have fatal implications for young people who are developing or have developed respiratory related illness
0f8ea2e826279455cca4638598805cfb	The more potent the drug the more dangerous its effects
0de2896940e7ee849dc8e23fd600ca4b	If they no longer need to arrest and prosecute thousands of adults for marijuana, they might not need as many resources as they're receiving
75bd345e80ace6a151373a33dba3b9a7	As a teen's brain development is disturbed by chronic marijuana use, the risk for physical and psychological dependency grows exponentially
6f736c317b197c1e7d705490b20f629a	daily marijuana use is already at a 30-year high among high school seniors
92a0aa574fd248718ed95ec1bb030275	Legalizing, selling and taxing marijuana could possibly be the nation's largest money making business, by creating jobs and helping out the economy legally
6c1d16e3becd7745feea5510456829db	It has enabled the Portuguese government to manage and control the drug problem far better than virtually every other Western country does
5737f3baeae44dd69db1de311230d75d	there has been a substantial decline in the percentage saying that for most people marijuana leads to the use of hard drugs
a787e1caa256d6aa41ecef5ee8da4831	The legalization of Marijuana, and the addition of a tax onto it could very well be the bailout this country needs
a122215c16a1aadc35b16eb946ea8d16	possession of small amounts of marijuana should not result in jail time
1c7cc408ed92e2f4674ed9e54595ec5c	there is no guarantee that marijuana legalization would significantly diminish the underground market for marijuana
