topic,stance,sentence
5,0,teenagers and young adults are considered un-usually susceptible to employment losses in the face of minimum wage increases
5,1,a minimum wage increase could provide a much-needed boost to the earnings of low-wage workers
5,1,"it reduces worker exploitation, stimulates economies by increasing consumer-buying power and encourages employer investment in workers"
5,1,Restaurants Can Afford to Pay a Higher Tipped Minimum Wage
5,0,employers facing excessive wage demands from union members may find it less expensive to hire unskilled workers at low wages and to train them on the job
5,0,"The effect would be for everyone in the economy, including those formerly employed at the minimum wage, those currently employed at the minimum wage, and unemployed people, to pay for the increase"
5,1,the impact of minimum wage increases on inflation in Vietnam are often made without empirical evidence on impact evaluation of minimum wage increases
5,0,wages in a market economy will rise as demand rises
5,0,there is no need to artifically increase the wage
5,0,"increasing the minimum wage kills jobs, hurts the economy, and doesn't lift people out of poverty"
5,0,somebody worse-off than the employee ends up paying for the increased (above market) wages
5,0,The minimum wage makes it harder for home grown and local businesses to compete against foreign companies who have the benefit of cheaper labour costs
5,0,"the minimum wage has reduced employment, especially among teenagers"
5,0,it has made teenagers more vulnerable to the business cycle; and has forced teenagers out of covered occupations into those not covered by the minimum wage
5,0,"It artificially lifts the first-rung of the job ladder, denying low-skilled workers the opportunity to gain skills and move up the job ladder"
5,1,workers will take steps to improve their financial condition if there are strong monetary incentives to do so
5,1,16.5 million workers would receive a wage increase
5,1,government should increase the minimumwage to help boost our frail economy and lower class
5,1,employers will have a greater response to an increase in labor price over the long run
5,1,"while the minimum wage has remained stagnant since 1997, Congress has enacted legislation that has reduced estate tax burdens in eight of the past nine years"
5,1,The fundamental purpose of minimum wage fixing should be to give wage earners necessary social protection as regards minimum permissible levels of wages
5,1,a moderate increase in the minimum wage doesn't cause a fall in employment
5,1,the minimum wage has a direct impact
5,1,"Most tipped workers are not making large amounts of money and are often hit hard by bad weather, slow tourist seasons, and low tips by foreign tourists"
5,1,"the more workers are able to earn, the more customers businesses have"
5,1,that's what drives the economy
5,1,the minimum wage offers substantial benefits to low-wage workers without negative effect
5,0,increasing the minimum wage will reduce employment
5,0,minimum wage hikes reduce the earnings and job prospects of affected workers for over a decade after they are passed
5,0,"minimum-wage legislation reduces low-skilled-workers' job opportunities across the board, workers are less able to shift jobs from their current employers to other employers"
5,0,low wages are not the primary problem
5,0,most poor Americans do not work for the minimum wage
5,1,"an extension of the time-series studies that had previously been used to claim that raising the minimum wage decreases employment, no longer finds a significant impact"
5,0,research looked at states that raised their minimum wage between 2003 and 2007 and found no evidence to suggest these higher minimum wages reduced poverty rates
5,1,reasonable minimum wage increases do not cause high inflation
5,1,The minimum wage increase will not harm our economy
5,1,Raising the total minimum wage and the tipped minimum wage will help reduce poverty among women and their families and make it easier for lower wage workers to reach the middle class
